Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.272002279,3.415033448,3.169301888,2.016992243,2.898837878,4.989831158,7.513460246,4.314313257,3.240569329,3.523019327,2.526635001,3.495057574,10.17723135,11.73590449,6.609085937,..
Denmark,DNK,Trade (% of GDP),NE.TRD.GNFS.ZS,94.38772823,102.0129305,104.3622805,103.6128132,103.2108592,105.1303625,101.4527838,104.2156769,108.8139855,111.8914751,104.4334327,112.3214727,131.9958249,129.6253374,131.765031,..
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.582897031,1.310803761,-0.005432302,1.392673432,1.277999832,2.104414564,3.073045492,3.056477239,1.86000749,1.711400939,-1.780106018,6.500254458,0.443832615,0.604587766,3.477835931,..
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.31092437,2.758682261,2.397914857,0.78907178,0.56402054,0.452034154,0.25,1.14713217,0.813609467,0.758131573,0.420711974,1.85304544,7.696566999,3.305178112,1.372200498,..
"Egypt, Arab Rep.",EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,47.93635007,45.25563416,40.71176927,40.37303806,36.92018779,34.84594296,30.24654905,42.83213436,45.91101967,41.12401716,32.12625557,29.85697348,36.98310488,40.45040077,39.60075209,..
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.147234858,1.764571949,2.226199799,2.185466054,2.91591188,4.372019078,4.346643456,4.181221,5.331108619,5.552093072,3.550164838,3.290646012,6.587845609,3.760280523,2.399169268,..
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.26518827,10.06492599,7.111729433,9.469719811,10.07021547,10.37049034,13.81360621,29.50660839,14.40146578,9.152799593,5.04493289,5.214049405,13.89566098,33.88477631,28.27058993,..
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,75.46120852,78.71594445,79.43037659,77.48517177,74.62777198,71.96182538,71.72221012,75.93878223,79.14361484,80.56415029,72.1845956,79.78927819,94.56253405,85.56339061,83.46010154,..
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.168287912,2.390394554,-1.52284013,-0.979741025,-0.478068425,0.466503766,2.571934149,3.303370036,1.192977597,1.349738457,-2.491036055,2.676346415,0.763041913,-0.93909346,0.416171965,..
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.184135232,3.416807543,2.808336226,1.478286157,1.041196212,-0.20792884,0.356684501,0.754015047,1.083820984,1.02409393,0.290554556,2.194574323,7.123507733,6.250643222,1.565689062,..
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,56.58755525,60.60563548,61.65895708,61.81923387,62.19926694,63.5046872,63.34275644,65.39584816,66.80226078,66.42897717,58.83889072,63.78848263,75.9630078,70.62614506,68.10818754,..
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.00032476,2.437576537,0.183835265,0.781756446,0.997832947,1.066754748,0.860031075,2.08361486,1.645908724,2.027446464,-7.440645899,6.882337834,2.716762642,1.439214944,1.190467983,..
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.531122704,2.111597952,1.954195316,0.863715498,0.507758823,0.037514381,0.183334861,1.032282751,1.850815083,1.108254923,0.476498853,1.64233141,5.222367484,4.878357265,1.999049423,..
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,73.88523512,78.4330029,79.33164957,77.58602886,76.84835163,77.75658157,76.00599022,77.45483947,79.12522605,79.07324272,72.93353271,79.91953486,88.78575421,81.96254838,79.09073059,..
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.134637785,3.757968845,0.463512037,0.396995584,2.180186022,1.663006023,2.222222163,2.797906721,1.135696046,0.977734697,-4.131914432,3.909999942,1.809258124,-0.869647579,-0.495851897,..
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.103810378,2.075172837,2.008488848,1.504723303,0.906794,0.514426137,0.491747008,1.509494851,1.732168798,1.445659769,0.144877926,3.066666667,6.872574386,5.946436677,2.256498143,..
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,50.9225182,56.29299579,62.39421174,62.95472722,66.43353645,65.27164546,63.65754909,70.88249674,79.23799086,80.59009495,70.29374646,88.01266545,108.1218432,92.47108829,89.77652794,..
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.693741216,-9.876778753,-8.331134211,-2.272116999,0.792225061,-0.228301892,-0.031794768,1.473124727,2.064672079,2.277180653,-9.196231497,8.65449786,5.521985806,2.13591132,2.086574338,..
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.712989078,3.329853234,1.501526962,-0.921269454,-1.312260964,-1.735888048,-0.825653978,1.12125452,0.625621413,0.253007522,-1.247983556,1.22382501,9.645259813,3.464801285,2.741018757,..
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,404.7705609,421.8547066,430.5685304,442.6200191,425.9758717,389.4059493,371.7272318,376.7956667,376.8927735,353.7435211,350.679705,402.4596815,384.8811432,353.0075001,359.5067107,..
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.767688341,4.814706693,1.700306137,3.101523916,2.762426392,2.387779427,2.175428865,3.796111146,2.846951465,-1.672445993,-6.544804127,6.454444091,-3.683784145,3.223859961,2.504987585,..
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.292890886,5.30524893,4.053909509,4.337993421,4.42364532,2.990848193,2.409307439,1.493872439,2.40613432,2.883208538,0.250962021,1.568758344,1.881367072,2.096605112,1.729721191,..
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,157.8389601,166.7543472,166.1756986,164.4760248,168.3583551,167.2907385,163.9719445,165.0328558,162.7008588,159.9255565,154.5270029,159.1875273,185.0002041,158.3857475,146.5045615,..
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.067950682,1.916709166,-1.339484465,2.032169907,4.334353641,3.659816154,2.438641413,4.124183895,5.606138138,5.077184951,-4.3387254,7.222915808,4.152380578,-0.817107371,0.560117843,..
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.855557957,3.929920989,5.652145171,1.73319985,-0.227566271,-0.06164468,0.394769307,2.348242812,2.850247926,3.338586354,3.326743858,5.110965344,14.60814395,17.12496597,3.703703704,..
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,49.2552065,55.62388001,55.79372173,53.84413195,48.92218575,41.92291387,40.08248571,40.74249695,43.61696933,39.90540353,37.75810533,45.42308878,50.07527015,44.99284229,44.64929351,..
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.497584702,5.241316199,5.456387552,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.453851345,3.871436941,-5.777724707,9.689592492,7.609364978,9.19075493,6.494765524,..
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.98938992,8.911793365,9.478996914,10.01787847,6.665656719,4.906973441,4.948216341,3.328173375,3.938826467,3.729505735,6.623436776,5.131407472,6.699034141,5.649143189,4.95303551,..
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,46.70127388,50.18001318,49.5828983,48.63737268,48.08017559,41.93764024,37.4213418,39.35549707,43.07430896,37.62777754,32.9721754,40.20475827,45.4646702,41.33628687,42.5726473,..
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.17429154,5.01928768,-2.065511829,3.702885628,5.307197227,5.049023318,5.030344694,..
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.13420639,5.356048491,4.279514269,6.412494579,6.394928824,6.363120612,3.525804528,3.808798577,3.198347559,3.030584609,1.919835273,1.56007883,4.209464637,3.669386549,2.181512736,..
Israel,ISR,Trade (% of GDP),NE.TRD.GNFS.ZS,65.63307987,68.90943785,69.96502508,64.13405113,61.71335412,58.89797192,57.79903169,56.28011425,58.74375424,56.32534864,51.23667379,54.9016842,60.64485267,57.99032071,54.4520003,..
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.534340339,5.518796214,2.447168367,4.085709186,3.775828432,2.237603175,4.459782719,4.346931167,4.003898622,3.710496328,-2.021615482,9.388374034,6.263263438,1.826520495,0.871968424,..
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.702702703,3.488372093,1.675537158,1.589763474,0.467557252,-0.617342578,-0.535168196,0.24980784,0.80506038,0.81764594,-0.575254621,1.479654747,4.411627255,4.225226032,3.074808898,..
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,51.66211181,54.47221494,54.88449527,54.03418463,54.45452993,55.43568581,54.4321467,57.58299403,59.27498351,58.69419026,53.9394839,60.30197762,72.0165023,65.10717788,62.82376851,..
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.529105732,0.695463154,-3.125238773,-1.818025107,-0.001387617,0.885667635,1.236221085,1.603699953,0.826646712,0.429162534,-8.868221222,8.931062108,4.821176699,0.97569484,0.692676948,..
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.525516021,2.780632729,3.041363332,1.219993423,0.24104743,0.0387904,-0.094016657,1.226533166,1.137487636,0.611246944,-0.137707574,1.873783258,8.201289912,5.622194422,0.982373023,..
Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,28.49847269,30.19496073,30.47091092,33.97876865,37.43143457,35.42740835,31.31024685,34.42321357,36.6099318,35.21641811,31.33520864,36.73844623,46.81298684,45.15087956,46.40695162,..
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.643391024,-0.402169201,-4.168764571,2.696574042,0.941998775,1.475034811,0.104309022,..
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.728243208,-0.272455616,-0.04406451,0.335037912,2.759226714,0.795279631,-0.127258844,0.484199796,0.989094598,0.468776159,-0.024995834,-0.233352779,2.497702782,3.268133659,2.738536816,..
Malaysia,MYS,Trade (% of GDP),NE.TRD.GNFS.ZS,157.9447649,154.9376846,147.8417548,142.7209915,138.3122312,131.3700724,126.89901,133.1551734,130.4026255,123.028562,116.7881824,134.0359947,146.4246048,132.5934616,137.3625712,..
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.456846584,3.315349544,9.03173723,3.537063804,5.10545921,..
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.622852356,3.174470922,1.663571025,2.105012312,3.142990509,2.104389802,2.090566595,3.871201158,0.884709161,0.662891866,-1.138702154,2.477102415,3.378698625,2.488865601,1.834100204,..
Mexico,MEX,Trade (% of GDP),NE.TRD.GNFS.ZS,59.27338453,62.16238728,64.25793189,62.69167477,64.09840904,70.41297468,75.69030341,76.95212604,80.21266166,77.46197226,76.85455571,83.06929764,88.79848559,73.57886164,74.58890798,..
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.971334583,3.444045058,3.55321076,0.852101559,2.503763503,2.702323426,1.772493238,1.871728533,1.972082094,-0.392690505,-8.354034582,6.048483462,3.709757092,3.353541407,1.427427691,..
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.156727227,3.407378246,4.111509811,3.806390697,4.018616081,2.72064065,2.821707847,6.04145724,4.899350154,3.635961421,3.396834156,5.689208477,7.896276192,5.527960873,4.722255885,..
Netherlands,NLD,Trade (% of GDP),NE.TRD.GNFS.ZS,130.0817079,141.7570993,149.3932231,150.6518502,151.7158911,160.3258126,150.9655292,159.6460597,163.5591466,160.6766719,152.2332304,163.1548427,184.1074843,165.0304295,153.8306522,..
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.319320323,1.773345163,-0.977876878,-0.03023256,1.612610013,2.120605239,2.42428573,2.781546193,2.258740374,2.300091579,-3.867953338,6.276830671,5.007234552,-0.598096167,1.081005848,..
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.275305696,2.341070178,2.455547653,2.506898527,0.97603508,0.600248147,0.316666667,1.381458714,1.703497947,2.633699102,1.272460378,2.675720088,10.00120788,3.838393543,3.347543042,..
Norway,NOR,Trade (% of GDP),NE.TRD.GNFS.ZS,68.23951936,69.59873363,68.49855284,67.97279259,69.13737722,70.43185654,69.1168424,69.10878176,70.00319579,70.89582053,65.35397904,71.22271378,82.60947984,80.36384564,81.36350918,..
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.787051861,1.105656034,2.717959249,1.01619084,2.048132004,1.857339716,1.164724239,2.463746266,0.828931501,1.12374695,-1.278171772,3.908686768,3.246228603,0.072120481,2.0972306,..
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.418906395,1.284951588,0.696864111,2.120486204,2.041702867,2.171136654,3.55,1.875100596,2.764831345,2.167730033,1.286584907,3.483880553,5.764123179,5.517849871,3.145301344,..
Peru,PER,Trade (% of GDP),NE.TRD.GNFS.ZS,51.67280894,55.98828028,52.61989526,49.78714245,46.85312109,45.16276869,45.3888412,47.51355036,48.63147017,46.94350538,44.2459672,55.42724937,57.29697596,50.78518421,51.47588787,..
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.9333065,13.36262409,2.809033553,-0.403242151,3.303940982,..
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.528320597,3.369310953,3.611212949,2.767896661,3.411945798,3.398091947,3.557176636,2.994900458,1.50915423,2.252121914,2.002412058,4.271663815,8.333706301,6.455613484,2.007707394,..
Philippines,PHL,Trade (% of GDP),NE.TRD.GNFS.ZS,66.10427851,60.7958367,57.84200551,55.82478123,57.46817209,59.14159211,61.77606577,68.16836974,72.1633983,68.84184226,58.1695603,63.48460981,72.42968361,67.41996932,65.88547253,..
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485572,6.118525662,-9.51829474,5.714733132,7.580982128,5.518949679,5.692016128,..
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.789836348,4.718417047,3.026963911,2.582687661,3.597823439,0.674192537,1.253698801,2.853187726,5.309346616,2.392065344,2.393162393,3.927180221,5.821158112,5.978025155,3.21260487,..
Poland,POL,Trade (% of GDP),NE.TRD.GNFS.ZS,82.22585232,86.92368928,88.82990331,90.41750724,92.03401971,92.25542727,96.86590281,100.5658952,102.4424622,101.5810338,99.25909123,110.874283,123.0213329,110.024935,100.3594428,..
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.168927483,5.255462566,1.511781676,0.684240607,3.920508624,4.431767003,3.031177676,5.152457733,6.245858472,4.580458173,-2.035568824,6.927182661,5.255456974,0.249610834,3.028416307,..
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.580693703,4.239401496,3.560371517,0.991982606,0.053821313,-0.874125874,-0.664767331,2.075935537,1.812951565,2.227478809,3.374469726,5.055027047,14.42945076,11.5289128,3.790608976,..
Russian Federation,RUS,Trade (% of GDP),NE.TRD.GNFS.ZS,50.35550549,48.03539941,47.15139039,46.2871494,47.80134126,49.35934931,46.51811984,46.87652434,51.58090037,49.22875366,45.9669082,50.58619546,42.78278643,40.83432641,39.50816477,..
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.499999999,4.300029186,4.024086157,1.755422149,0.736267222,-1.972719226,0.193690071,1.825790064,2.807245411,2.198075713,-2.653654501,5.866491773,-1.435882139,4.082524813,4.344374755,..
Russian Federation,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.849392303,8.440464859,5.074743008,6.754668339,7.8201697,15.53439599,7.042437254,3.683330723,2.878313826,4.472026318,3.382197969,6.69445892,13.74367974,5.865719317,8.434864105,..
Portugal,PRT,Trade (% of GDP),NE.TRD.GNFS.ZS,67.68924019,73.00757567,75.94110672,78.03050569,80.22066907,80.63467563,79.52234648,84.80779231,86.73569549,86.77098891,76.50864072,85.87354521,101.3641465,93.13585371,89.69640885,..
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.737624536,-1.713527459,-4.050902676,-0.984106574,0.741391421,1.589798037,2.004141297,3.314720082,2.946283434,2.745684326,-8.204631593,5.558756721,6.985841376,3.09997909,2.139671772,..
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.402572899,3.653011004,2.773338541,0.274416667,-0.278153367,0.487938624,0.607397075,1.368614116,0.993715683,0.33817841,-0.01243833,1.265657191,7.832691242,4.311281919,2.416131878,..
Saudi Arabia,SAU,Trade (% of GDP),NE.TRD.GNFS.ZS,82.54968502,84.35943424,81.74067855,80.25150143,78.00011112,67.10526923,57.92166351,59.53197916,59.10291047,56.79382049,47.53315923,50.88392634,56.82416477,54.16901183,54.67870527,..
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.039515082,11.75882069,5.761573823,2.945637892,4.024671584,4.655123167,1.704047392,1.182107059,3.22695089,1.651589256,-3.80478902,6.519596983,12.00058748,0.542592439,1.996501734,..
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.33941733,5.826216374,2.866270299,3.511042098,2.241853488,1.222693186,2.053470768,-0.834845735,2.46594309,-1.192986445,3.37234961,3.063289889,2.474073719,2.327085184,1.687921124,..
South Africa,ZAF,Trade (% of GDP),NE.TRD.GNFS.ZS,50.40608716,54.63635044,55.58261719,58.87502763,59.49957406,56.72667614,55.8612575,53.53593183,54.48554513,53.89799641,50.75965908,56.16471363,64.9471344,65.67987597,61.64677047,..
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.039732881,3.168556279,2.396232385,2.485468008,1.413826452,1.321862237,0.664552308,1.157946952,1.556783847,0.259935577,-6.168917715,4.858648651,2.058136617,0.806104551,0.534843532,..
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.06749556,5.000853388,5.737971391,5.780169101,6.132829531,4.518690949,6.602908424,5.186186555,4.509872649,4.102850755,3.232388316,4.618745449,7.039872725,6.075243846,4.361152465,..
"Korea, Rep.",KOR,Trade (% of GDP),NE.TRD.GNFS.ZS,88.02786771,101.6806165,101.5172721,94.16752359,86.9342578,75.38817746,69.89972213,73.19214083,74.70751621,71.44706324,65.54495786,75.30630476,90.58514753,82.25800907,84.64249512,..
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.981661389,3.68803206,2.547665506,3.291395954,3.214680197,2.920292673,3.17152749,3.433191764,3.176115682,2.313802106,-0.700242318,4.612967955,2.727564567,1.583014674,2.003611018,..
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.939286527,4.025965004,2.187071044,1.301347545,1.274774464,0.706331772,0.97168574,1.944332308,1.47583935,0.383000304,0.537288023,2.498333333,5.089513651,3.59745625,2.321743286,..
Spain,ESP,Trade (% of GDP),NE.TRD.GNFS.ZS,52.69336997,58.51182289,60.5540347,61.66877264,63.39926214,63.58204122,63.18867785,66.16744614,67.0094104,66.36622504,59.44612801,66.52458894,78.46573387,71.79763661,69.95026124,..
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.094122312,-0.639920637,-2.865113686,-1.427322248,1.520485936,4.060866725,2.915155986,2.896042079,2.395411245,1.961178508,-10.94007064,6.683144205,6.370317121,2.460857968,3.455254056,..
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.799864577,3.196101888,2.446127824,1.408581092,-0.151114838,-0.50036571,-0.202598,1.956076334,1.674981369,0.699518994,-0.322753017,3.09313512,8.390576341,3.532361335,2.774178265,..
Sweden,SWE,Trade (% of GDP),NE.TRD.GNFS.ZS,85.09148493,86.39074481,85.29806054,81.64025213,83.82298105,84.1730766,83.45194786,86.06930887,90.40871424,92.75113903,84.47459581,91.11023744,107.1117518,107.6197094,105.8830915,..
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.750764776,3.163885674,-0.414397702,1.137666718,2.295772388,4.388246736,2.131179147,1.88282185,1.770255355,2.608230129,-1.93379704,5.225864303,1.255436204,-0.204061305,0.820071807,..
